Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Publication.Date,Event.Year,Total_Extracted_Injuries
Accident,ANC05FA144,2005-09-12,"NENANA, AK",United States,64.634444,-148.617223,,,Fatal(2),,N36237,bellanca,7gcbc,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,1.0,31-07-2006,2005,2
Accident,MIA05LA155,2005-09-13,"OCEAN SPRINGS, MS",United States,30.39,-88.753333,,,Non-Fatal,,N901NS,cessna,172m,No,1.0,Reciprocating,,,Other Work Use,,0.0,1.0,0.0,1.0,29-08-2006,2005,0
Accident,MIA05CA156,2005-09-13,"KENDALL-TAMIAMI, FL",United States,25.642222,-80.433333,KTMB,Kendall-Tamiami Executive,Non-Fatal,Airplane,N513JG,cessna,172-s,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,20-12-2005,2005,0
Accident,DEN05LA137,2005-09-13,"ROCK SPRINGS, WY",United States,41.602777,-109.075,,,Non-Fatal,,N24SD,bell,47g-3b-1,No,1.0,Reciprocating,,,Other Work Use,,0.0,0.0,0.0,2.0,29-08-2006,2005,0
Accident,DEN05CA144,2005-09-13,"SPANISH FORK, UT",United States,40.141666,-111.661667,U77,SPANISH FORK-SPRINGVILLE,Non-Fatal,Airplane,N46289,bradford haines,glastar,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,CHI05CA264,2005-09-13,"DECATUR, IN",United States,40.815278,-84.9275,13IN,Gage Airport,Non-Fatal,Airplane,N42619,maule,mt-7-260,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,31-01-2006,2005,0
Accident,ANC05CA140,2005-09-13,"NENANA, AK",United States,64.171945,-150.495277,,,Non-Fatal,Airplane,N7761D,piper,pa-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,20-12-2005,2005,0
Accident,IAD05LA135,2005-09-13,"Linden, NJ",United States,40.617223,-74.244444,LDJ,Linden Airport,Non-Fatal,,N14CS,sikorsky,s-76b,No,2.0,Turbo Shaft,,,Positioning,,0.0,1.0,0.0,2.0,25-04-2006,2005,0
Accident,NYC05LA142,2005-09-14,"ROCKLAND, ME",United States,44.06,-69.099166,RKD,Knox County Regional Airport,Non-Fatal,,N701DF,raytheon,be-390,No,2.0,Turbo Fan,,,Business,,0.0,0.0,0.0,2.0,26-03-2007,2005,0
Accident,MIA05LA157,2005-09-14,"PONTE VEDRA, FL",United States,30.166667,-81.35,,,Non-Fatal,,N9954U,grumman american,aa-5a,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,28-03-2006,2005,0
Accident,DFW05CA238,2005-09-14,"PARIS, TX",United States,33.887222,-95.865833,PRX,COX FLD,Non-Fatal,Airplane,N9640G,cessna,a188b,No,1.0,Reciprocating,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,DFW05CA236,2005-09-14,"EPPS, LA",United States,32.833333,-91.883333,,,Non-Fatal,Airplane,N6667Q,grumman,g-164b,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,1.0,0.0,1.0,28-02-2006,2005,0
Accident,DEN05LA140,2005-09-14,"BOULDER, CO",United States,40.039444,-105.225834,1V5,Boulder Municipal Airport,Non-Fatal,,N4807,cessna,a185f,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,28-03-2006,2005,0
Accident,CHI05CA266,2005-09-14,"LAKE GENEVA, WI",United States,42.572223,-88.367223,WI89,Lake Geneva Air Estates,Non-Fatal,Airplane,N2401T,ryan,navion g,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,20-12-2005,2005,0
Accident,DFW05CA237,2005-09-14,"Amarillo, TX",United States,35.064444,-101.849444,2TX0,Blue Sky Airfield,Non-Fatal,Airplane,N19998,cessna,172m,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,4.0,1.0,25-07-2007,2005,0
Accident,SEA05LA194,2005-09-15,"YELLOW PINE, ID",United States,44.906944,-115.486944,3U2,Johnson Creek,Non-Fatal,,N58717,cessna,182p,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,28-03-2006,2005,0
Accident,LAX05CA304,2005-09-15,"PORTERVILLE, CA",United States,36.038056,-119.071389,PTV,Porterville,Non-Fatal,Airplane,N127F,beech,95-b55,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,20-12-2005,2005,0
Accident,IAD05LA136,2005-09-15,"CADIZ, KY",United States,36.772778,-87.519445,,,Non-Fatal,,N35552,cessna,177rg,No,1.0,Reciprocating,,,Personal,,0.0,1.0,2.0,1.0,25-04-2006,2005,0
Accident,CHI05CA271,2005-09-15,"ELK POINT, SD",United States,42.641666,-96.686666,,,Non-Fatal,Helicopter,N2995W,bell,206b,No,1.0,Turbo Shaft,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,CHI05CA268,2005-09-15,"LODI, WI",United States,43.316389,-89.531945,,,Non-Fatal,Airplane,N392PT,cessna,180a,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,31-01-2006,2005,0
Accident,ATL05CA161,2005-09-15,"SUMMERVILLE, TN",United States,35.340833,-89.651944,,,Non-Fatal,Helicopter,N8483E,bell,47g-3b,No,1.0,Turbo Shaft,Part 137: Agricultural,,Aerial Application,,0.0,0.0,1.0,1.0,20-12-2005,2005,0
Accident,DFW05FA240,2005-09-15,"Cleveland, TX",United States,30.270278,-95.025278,,,Fatal(3),,N8285T,cessna,175b,No,1.0,Reciprocating,,,Personal,,3.0,0.0,0.0,1.0,25-04-2006,2005,3
Accident,LAX05WA325,2005-09-16,"DENHAM, UNITED KINGDOM",United Kingdom,,,,,Non-Fatal,,NONE,robinson,r44,No,1.0,Reciprocating,,,Instructional,,0.0,1.0,0.0,1.0,23-12-2005,2005,0
Accident,LAX05CA307,2005-09-16,"RENO, NV",United States,39.509166,-119.768889,RNO,Reno/Tahoe Int'l Airport,Non-Fatal,Airplane,N8063T,piper,pa-32-301,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,31-01-2006,2005,0
Accident,CHI05CA269,2005-09-16,"EMERSON, NE",United States,42.322778,-96.681111,,,Non-Fatal,Airplane,N8225F,beech,f33a,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,ATL05CA162,2005-09-16,"GREENVILLE, AL",United States,31.853611,-86.6175,KPRN,Mac Crenshaw Memorial Airport,Non-Fatal,Airplane,N287RR,piper,pa-34-200,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,2.0,1.0,28-06-2006,2005,0
Accident,ANC05CA148,2005-09-16,"COLDFOOT, AK",United States,67.483333,-147.856389,,,Non-Fatal,Airplane,N2873E,aeronca,7ac,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,ANC05CA147,2005-09-16,"ANCHORAGE, AK",United States,61.258333,-150,,,Non-Fatal,Airplane,N124SM,cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,31-01-2006,2005,0
Accident,MIA05WA159,2005-09-16,"La Esmeralda, Venezuela",Venezuela,10.47,-67.054444,,,Fatal(4),,NONE,cessna,207,No,1.0,Reciprocating,,NSCH,Personal,,4.0,0.0,0.0,1.0,22-09-2005,2005,4
Accident,MIA05LA158,2005-09-16,"Saint Cloud, FL",United States,28.139722,-82.386111,72FL,Gator Airpark Stolport,Fatal(2),,N1814Y,cessna,172c,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,1.0,30-08-2007,2005,2
Accident,DFW05WA243,2005-09-16,"Rio de Janeiro, Brazil",Brazil,,,,,Fatal(2),,NONE,cessna,525,No,1.0,Reciprocating,,NSCH,Personal,,2.0,0.0,0.0,1.0,19-09-2005,2005,2
Accident,DEN05LA141,2005-09-16,"Hudson, CO",United States,40.021111,-104.551944,48V,Erie Municipal Airport,Fatal(2),,N197D,denight,100d2,Yes,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,1.0,28-03-2006,2005,2
Accident,LAX05CA301,2005-09-17,"PETALUMA, CA",United States,38.257778,-122.605278,O96,Petaluma Municipal,Non-Fatal,Airplane,N8103X,piper,pa 28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,31-01-2006,2005,0
Accident,DFW05FA241,2005-09-17,"Houston, TX",United States,29.586666,-95.160833,EFD,ELLINGTON FIELD,Fatal(2),,N69146,piper,pa-46-310p,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,1.0,30-05-2006,2005,2
Accident,DEN05LA148,2005-09-17,"Fort Morgan, CO",United States,40.334166,-103.803889,3V4,Fort Morgan Municipal Airport,Fatal(1),,Unregistere,brown,hi-max 1700r,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,25-04-2006,2005,1
Accident,SEA05LA196,2005-09-18,"OLYMPIA, WA",United States,46.970556,-122.902222,OLM,Olympia Airport,Non-Fatal,,N49189,cessna,152,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,28-03-2006,2005,0
Accident,SEA05CA195,2005-09-18,"BEND, OR",United States,44.094722,-121.200556,S07,Bend Municipal Airport,Non-Fatal,Gyrocraft,N4416N,eiland,raf-200 gyro,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,31-01-2006,2005,0
Accident,LAX05CA302,2005-09-18,"SHOW LOW, AZ",United States,34.275556,-110.009167,SOW,Show Low,Non-Fatal,Airplane,N121CW,cessna,172s,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,31-01-2006,2005,0
Accident,IAD05LA137,2005-09-18,"TIFFIN, OH",United States,41.089722,-83.2075,16G,SENECA COUNTY,Fatal(1),,N9311P,piper,pa-24-260,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,31-10-2006,2005,1
Accident,DEN05LA142,2005-09-18,"GLENDO, WY",United States,42.518889,-105.018889,76V,Thomas memorial Airport,Non-Fatal,,N985JS,shea,vans rv6a,Yes,1.0,Reciprocating,,,Air Race/show,,0.0,1.0,0.0,1.0,28-02-2006,2005,0
Accident,DEN05CA146,2005-09-18,"MORIARTY, NM",United States,34.985555,-106.009444,0E0,MORIARTY,Non-Fatal,Glider,N734K,schleicher,asw-20b,No,0.0,Unknown,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,DCA05MA099,2005-09-18,"FORT LAUDERDALE, FL",United States,,,FLL,Hollywood Intl Airport,Non-Fatal,,N583NK,airbus,a321-231,No,2.0,Turbo Fan,,SCHD,Personal,Spirit Airlines Inc,0.0,0.0,0.0,197.0,26-02-2007,2005,0
Accident,CHI05CA270,2005-09-18,"WAUKESHA, WI",United States,42.046389,-88.239444,,,Non-Fatal,Airplane,N5467C,cessna,182s,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,DFW05FA242,2005-09-18,"Yukon, OK",United States,35.499166,-97.82,F29,Clarence E. Page,Fatal(1),,N300NW,akro tech aviation inc. giles,g-300,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,26-02-2007,2005,1
Accident,NYC05CA143,2005-09-19,"CALDWELL, NJ",United States,40.875,-74.281111,CDW,Essex County,Non-Fatal,Airplane,N64763,cessna,172p,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,LAX05LA305,2005-09-19,"BISBEE, AZ",United States,31.363889,-109.883056,P04,Bisbee,Non-Fatal,,N5757D,beech,35-c33,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,29-08-2006,2005,0
Accident,LAX05LA303,2005-09-19,"CHOWCHILLA, CA",United States,37.148889,-120.184722,,,Non-Fatal,,N91597,north american,navion a,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,1.0,29-08-2006,2005,0
Accident,LAX05CA310,2005-09-19,"SONOMA, CA",United States,38.2575,-122.435555,K0Q9,Sonoma Skypark,Non-Fatal,Airplane,N559JC,clark,vans rv8,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,31-01-2006,2005,0
Accident,IAD05LA139,2005-09-19,"BROADALBIN, NY",United States,43.0575,-74.196944,NONE,,Non-Fatal,,NONE,hart,none,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,28-02-2006,2005,0
Accident,DEN05LA143,2005-09-19,"TORRINGTON, WY",United States,42.074167,-104.154722,TOR,Torrington Municipal Airport,Non-Fatal,,N212TC,north american,snj-5,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,25-04-2006,2005,0
Accident,CHI06CA018,2005-09-19,"TEA, SD",United States,43.4575,-96.801944,Y14,Marv Skie - Lincoln County,Non-Fatal,Airplane,N8495K,stinson,108-1,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,NYC05LA144,2005-09-20,"MILLVILLE, NJ",United States,39.367778,-75.072223,MIV,Millville Municipal Airport,Non-Fatal,,N6494J,piper,pa-28-180,No,1.0,Reciprocating,,,Instructional,,0.0,2.0,0.0,1.0,30-05-2006,2005,0
Accident,LAX05FA311,2005-09-20,"BAKER, CA",United States,35.649444,-115.829723,,,Fatal(1),,N957SH,robinson helicopter,r22 beta,No,1.0,Reciprocating,,,Positioning,,1.0,0.0,0.0,1.0,26-02-2007,2005,1
Accident,DFW05CA246,2005-09-20,"GUION, AR",United States,35.833333,-91.833333,,,Non-Fatal,Airplane,N95006,taylorcraft,bc12-d,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,DEN05CA145,2005-09-20,"CEDAR CITY, UT",United States,37.700833,-113.098611,CDC,CEDAR CITY MUNI,Non-Fatal,Airplane,N172GW,cessna,172s,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,CHI05CA224,2005-09-20,"MOUNT AYR, IA",United States,40.705278,-94.223611,1Y3,Mount Ayr,Non-Fatal,Airplane,N6266W,piper,pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,20-12-2005,2005,0
Accident,SEA05LA198,2005-09-21,"IONE, WA",United States,48.806944,-117.405278,,,Fatal(1),,N9527A,cessna,170a,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,1.0,28-02-2006,2005,1
Accident,SEA05CA197,2005-09-21,"YELM, WA",United States,46.882778,-122.583333,NONE,Flying B,Non-Fatal,Airplane,N1037V,cessna,180h,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,LAX05TA306,2005-09-21,"INYOKERN, CA",United States,35.771389,-117.913056,KIYK,Inyokern,Non-Fatal,,N702WP,bell,407,No,1.0,Turbo Shaft,,,Public Aircraft - Local,,0.0,0.0,0.0,1.0,25-04-2006,2005,0
Accident,LAX05LA309,2005-09-21,"KERNVILLE, CA",United States,35.728334,-118.419723,L05,Kern Valley,Non-Fatal,,N3882N,thomas,rv4,Yes,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,1.0,29-08-2006,2005,0
Accident,LAX05LA308,2005-09-21,"RUNNING SPRINGS, CA",United States,34.219723,-117.0525,,,Non-Fatal,,N814CE,eurocopter,as350b3,No,1.0,Turbo Shaft,,,External Load,,0.0,1.0,0.0,1.0,28-12-2006,2005,0
Accident,LAX05CA313,2005-09-21,"FIVE POINTS, CA",United States,36.363611,-119.941944,,,Non-Fatal,Helicopter,N141HA,hiller,uh 12-e,No,1.0,Reciprocating,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,DFW05CA250,2005-09-21,"BATESVILLE, TX",United States,29.024167,-99.526945,,,Non-Fatal,Helicopter,N748BP,robinson,r44,No,1.0,Reciprocating,Part 91: General Aviation,,Aerial Observation,,0.0,0.0,0.0,4.0,31-01-2006,2005,0
Accident,ANC05LA149,2005-09-21,"WASILLA, AK",United States,61.778611,-149.593055,,,Non-Fatal,,N4384C,champion,7ec,No,1.0,Reciprocating,,,Personal,,0.0,2.0,0.0,1.0,28-06-2006,2005,0
Accident,LAX05WA316,2005-09-21,"Falaise, France",France,48.928611,1.821667,,,Fatal(2),,NONE,robinson,r-22 mariner,No,1.0,Reciprocating,,,Instructional,,2.0,0.0,0.0,1.0,26-09-2005,2005,2
Incident,LAX05IA312,2005-09-21,"Los Angeles, CA",United States,33.9425,-118.408056,KLAX,Los Angeles International,Incident,Airplane,N536JB,airbus industrie,a320,No,2.0,Turbo Jet,Part 121: Air Carrier,SCHD,Personal,"Jet Blue Airways, Inc.",0.0,0.0,0.0,146.0,25-11-2008,2005,0
Accident,DFW05WA245,2005-09-21,"Llano Grande, Mexico",Mexico,,,,,Fatal(9),,NONE,bell,412ep,No,1.0,Reciprocating,,,Executive/corporate,,9.0,0.0,0.0,1.0,04-10-2005,2005,9
Accident,DFW05FA244,2005-09-21,"Pleasanton, TX",United States,28.988333,-98.505833,,,Fatal(2),,N63PA,diamond aircraft industries,da20-c1,No,1.0,Reciprocating,,,Instructional,,2.0,0.0,0.0,1.0,28-06-2006,2005,2
Accident,DFW05CA247,2005-09-21,"Mexia, TX",United States,31.639722,-96.514722,LXY,Mexia-Limestone County Airport,Non-Fatal,Airplane,N909KF,"smith, ted aerostar",601p,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,5.0,1.0,31-01-2006,2005,0
Accident,NYC05LA145,2005-09-22,"COLUMBUS, OH",United States,40.079723,-83.072778,OSU,Ohio State,Non-Fatal,,N117MK,eurocopter deutschland,bk-117-b2,No,2.0,Turbo Shaft,,,Business,,0.0,0.0,0.0,5.0,25-04-2007,2005,0
Accident,LAX05CA314,2005-09-22,"KAMUELA, HI",United States,20.001111,-155.668056,MUE,WAIMEA-KOHALA,Non-Fatal,Helicopter,N82001,robinson,r22 beta,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,31-01-2006,2005,0
Accident,DFW05CA248,2005-09-22,"EL RENO, OK",United States,35.469723,-98.003611,KRQO,El Reno Regional Airport,Non-Fatal,Airplane,N7WS,piper,pa-46t,No,1.0,Turbo Prop,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,28-02-2006,2005,0
Incident,CHI05IA273,2005-09-22,"Kenosha, WI",United States,42.947222,-87.896389,ENW,Kenosha Regional,Incident,,N181FL,convair div. of gen. dynamics,440,No,2.0,Turbo Prop,,NSCH,Personal,"Gulf And Caribbean Cargo, Inc.",0.0,0.0,0.0,2.0,29-08-2006,2005,0
Accident,CHI05FA272,2005-09-22,"West Memphis, AR",United States,35.191667,-90.259722,AWN,West Memphis Municipal Airport,Fatal(1),,N103RC,mitsubishi,mu-2b-36,No,2.0,Turbo Prop,,,Positioning,,1.0,0.0,0.0,1.0,25-07-2007,2005,1
Accident,SEA05MA199,2005-09-23,"HAENA, HI",United States,22.221389,-159.580278,,,Fatal(3),Helicopter,N355NT,aerospatiale,as350ba,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Personal,Heli Usa,3.0,0.0,3.0,1.0,17-11-2009,2005,3
Accident,NYC05CA146,2005-09-23,"MITCHELLVILLE, MD",United States,38.946389,-76.775834,W00,Freeway Airport,Non-Fatal,Airplane,N99137,cessna,172p,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,MIA05CA160,2005-09-23,"TITUSVILLE, FL",United States,28.514722,-80.799166,,,Non-Fatal,Helicopter,N39MK,bell,206b3,No,1.0,Turbo Jet,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,3.0,31-01-2006,2005,0
Accident,LAX05LA315,2005-09-23,"FALL RIVER MILL, CA",United States,41.020278,-121.433333,O89,FALL RIVER MILLS,Non-Fatal,,N5756Y,piper,pa-18-150,No,1.0,Reciprocating,,,Personal,,0.0,2.0,0.0,1.0,29-08-2006,2005,0
Accident,IAD05CA140,2005-09-23,"FARMINGDALE, NY",United States,40.728889,-73.413333,,,Non-Fatal,Airplane,N8014T,beech,be-36,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,31-01-2006,2005,0
Accident,DEN05CA147,2005-09-23,"LAS ANIMAS, CO",United States,38.052778,-103.236944,,,Non-Fatal,Airplane,N94263,cessna,t210l,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,31-01-2006,2005,0
Accident,SEA05CA200,2005-09-24,"MEDFORD, OR",United States,42.358333,-122.983333,MFR,MEDFORD-JACKSON COUNTY,Non-Fatal,Helicopter,N5207C,mcdonnell douglas,369e,No,1.0,Turbo Shaft,Part 91: General Aviation,,Unknown,,0.0,0.0,1.0,1.0,31-01-2006,2005,0
Accident,IAD05LA142,2005-09-24,"MILLSTONE, NJ",United States,40.159167,-74.4525,,,Fatal(2),,NONE,air creation,clipper 912,Yes,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,1.0,28-06-2006,2005,2
Accident,CHI05FA274,2005-09-24,"DRUMMOND, WI",United States,,,,,Fatal(3),,N9158U,robinson,r44,No,1.0,Reciprocating,,,Business,,3.0,0.0,0.0,1.0,27-09-2007,2005,3
Accident,LAX05WA323,2005-09-24,"Tenterfield, NS, Australia",Australia,-29,152,,,Fatal(2),,NONE,beech,a36,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,1.0,03-10-2005,2005,2
Accident,IAD05CA141,2005-09-24,"Louisville, KY",United States,38.223334,-85.658056,,,Non-Fatal,Balloon,N4024P,lindstrand balloons,77a,No,0.0,Reciprocating,Part 91: General Aviation,,Aerial Observation,,0.0,1.0,0.0,2.0,31-01-2006,2005,0
Accident,NYC05CA147,2005-09-25,"SOUTHAMPTON, NY",United States,40.8825,-72.385,NONE,Private Airstrip,Non-Fatal,Airplane,N5203N,cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,31-01-2006,2005,0
Accident,MIA05CA163,2005-09-25,"OPA LOCKA, FL",United States,25.906944,-80.278334,KOPF,Opa Locka,Non-Fatal,Airplane,N7788Z,piper,pa-25-235,No,1.0,Reciprocating,Part 91: General Aviation,,Banner Tow,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,LAX05LA318,2005-09-25,"PIOCHE, NV",United States,38.066667,-114.566667,,,Non-Fatal,,N5031T,piper,pa-28-140,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,29-08-2006,2005,0
Accident,IAD05CA148,2005-09-25,"WINDSOR, VA",United States,36.860278,-76.6925,,,Non-Fatal,Glider,N33964,schweizer,sgs-2-33a,No,0.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,29-11-2006,2005,0
Accident,MIA05CA161,2005-09-25,"Bell, FL",United States,29.814167,-82.925556,,,Non-Fatal,Airplane,N993FL,vans aircraft,rv-3,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,31-01-2006,2005,0
Accident,LAX05LA317,2005-09-26,"TRACY, CA",United States,37.693055,-121.4475,TCY,Tracy Municipal Airport,Non-Fatal,,N8548Q,cessna,a185f,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,26-02-2007,2005,0
Accident,CHI05LA277,2005-09-26,"COLUMBUS, OH",United States,40.007777,-82.897777,CMH,PORT COLUMBUS INTL,Non-Fatal,,N699QS,cessna,560xl,No,2.0,Turbo Fan,,,Positioning,,0.0,0.0,0.0,2.0,26-03-2007,2005,0
Accident,DFW05WA254,2005-09-26,"Pisa Flores, Mexico",Mexico,,,,,Fatal(1),,N3140U,bell,uh-1h,No,1.0,Turbo Shaft,,,Firefighting,,1.0,1.0,0.0,1.0,24-10-2005,2005,1
Accident,LAX05LA319,2005-09-27,"HESPERIA, CA",United States,34.366667,-117.3,L26,Hesperia Airport,Non-Fatal,,N656T,rose,kitfox,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,1.0,26-02-2007,2005,0
Accident,CHI05CA275,2005-09-27,"STURGEON BAY, WI",United States,44.843611,-87.421389,,,Non-Fatal,Airplane,N206WK,cessna,t206h,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,SEA05WA203,2005-09-27,"Daisen, Japan",Japan,,,,,Fatal(2),,NONE,hughes,269c,No,1.0,Reciprocating,,,Instructional,,2.0,0.0,0.0,1.0,18-10-2005,2005,2
Accident,MIA05WA162,2005-09-27,"Puerta del Segu, Spain",Spain,,,,,Fatal(1),,NONE,piper,pa-36-375,No,1.0,Reciprocating,,,Aerial Application,,1.0,0.0,0.0,1.0,30-09-2005,2005,1
Accident,LAX05LA321,2005-09-28,"TAFT, CA",United States,35.127223,-119.556111,,,Fatal(1),,N1238Q,cessna,150,No,1.0,Reciprocating,,,Aerial Observation,,1.0,0.0,0.0,1.0,29-05-2007,2005,1
Accident,LAX05CA320,2005-09-28,"SNELLING, CA",United States,37.523334,-120.406944,,,Non-Fatal,Airplane,N1938E,aeronca,7ac,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,28-02-2006,2005,0
Accident,DEN05CA149,2005-09-28,"BRIGHAM CITY, UT",United States,41.591666,-112.72,,,Non-Fatal,Airplane,N206FB,cessna,206,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,31-01-2006,2005,0
Accident,ATL05CA164,2005-09-28,"GUYTON, GA",United States,32.572223,-81.664167,,,Non-Fatal,Airplane,N1012H,maule,mt-7-235,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,31-01-2006,2005,0
Accident,SEA05FA201,2005-09-28,"Salmon, ID",United States,44.968056,-114.732778,12ID,Flying B Ranch Landing Strip,Fatal(2),,N45SE,cessna,p210n,No,1.0,Turbo Prop,,,Personal,,2.0,0.0,0.0,1.0,29-08-2006,2005,2
Accident,DFW05CA253,2005-09-29,"BATESVILLE, TX",United States,29.024167,-99.526945,,,Non-Fatal,Airplane,N5343U,cessna,172s,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,31-01-2006,2005,0
Accident,SEA05MA202,2005-09-29,"Edmonds, WA",United States,47.850556,-122.375,,,Fatal(3),,N655GS,agusta,a109a ii,No,2.0,Turbo Shaft,,,Positioning,,3.0,0.0,0.0,1.0,25-04-2007,2005,3
