Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Publication.Date,Event.Year,Total_Extracted_Injuries
Accident,DEN82DA019,1982-01-17,"CEDAR CITY, UT",United States,,,,SWAINS CREEK,Non-Fatal,Airplane,N2600Y,cessna,180e,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,17-01-1983,1982,0
Accident,ANC82DAG15,1982-01-17,"TULUKSAK, AK",United States,,,,,Non-Fatal,Airplane,N3574D,cessna,170b,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,17-01-1983,1982,0
Accident,ATL82DA036,1982-01-17,"CENTERVILLE, AL",United States,,,,,Non-Fatal,Helicopter,N203AL,bell,206b,No,1.0,Turbo Shaft,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,2.0,17-01-1983,1982,0
Accident,SEA82FYM08,1982-01-18,"ORCHARDS, WA",United States,,,,CLARK COUNTY,Non-Fatal,Airplane,N2127W,beech,c23,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,2.0,2.0,0.0,18-01-1983,1982,0
Accident,LAX82FA047,1982-01-18,"DOWNIEVILLE, CA",United States,,,,,Fatal(1),Airplane,N5295R,cessna,172m,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,18-01-1983,1982,1
Accident,ATL82FA039,1982-01-18,"BLAIRSVILLE, GA",United States,,,,,Fatal(3),Airplane,N4583J,piper,pa-28-180,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,18-01-1983,1982,3
Accident,FTW82DA045,1982-01-18,"S.E. OF HOUMA, LA",United States,,,,,Non-Fatal,Airplane,N2705K,cessna,180k,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,18-01-1983,1982,0
Accident,ATL82FA037,1982-01-18,"MADISON COUNTY, AL",United States,,,HSV,HUNTSVILLE-MADISON COUNTY,Fatal(4),Airplane,N641CH,cessna,210l,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,4.0,0.0,0.0,0.0,18-01-1983,1982,4
Accident,MKC82FCQ08,1982-01-19,"CEDAR VALE, KS",United States,,,KS30,MILLS RANCH,Fatal(1),Airplane,N7761M,mooney,m20f,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,1.0,0.0,0.0,0.0,19-01-1983,1982,1
Accident,FTW82FPJ12,1982-01-19,"STILLWATER, OK",United States,,,SWO,STILLWATER MUNICIPAL,Fatal(2),Airplane,N4438D,beech,g35,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,19-01-1983,1982,2
Accident,DEN82FTA09,1982-01-19,"WOLF PT., MT",United States,,,,,Fatal(1),Airplane,N35147,cessna,177b,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,1.0,2.0,0.0,0.0,19-01-1983,1982,1
Accident,DCA82AA012B,1982-01-19,"ROCKPORT, TX",United States,,,RKP,ARANSAS COUNTY AIRPORT,Fatal(3),Airplane,N26660,grumman,aa5a,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,19-01-1983,1982,3
Accident,DCA82AA012A,1982-01-19,"ROCKPORT, TX",United States,,,RKP,ARANSAS COUNTY AIRPORT,Fatal(3),Airplane,N336SA,swearingen,sa226-t(b),No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,3.0,0.0,0.0,0.0,19-01-1983,1982,3
Incident,ATL82IA038,1982-01-19,"WASHINGTON, DC",United States,,,IAD,,Incident,Airplane,N9240N,de havilland,dhc-6-300,No,2.0,Turbo Prop,Part 91: General Aviation,,Ferry,,0.0,0.0,0.0,1.0,19-01-1983,1982,0
Accident,NYC82DA026,1982-01-19,"SOMERSET, PA",United States,,,2G9,SOMERSET COUNTY,Non-Fatal,Airplane,N8043J,piper,aerostar 601p,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,2.0,19-01-1983,1982,0
Accident,NYC82DA024,1982-01-19,"ENFIELD, NH",United States,,,,,Non-Fatal,Airplane,N68292,cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,19-01-1983,1982,0
Accident,MKC82DA018,1982-01-19,"TOPEKA, KS",United States,,,,,Non-Fatal,Airplane,N52757,cessna,182p,No,1.0,Reciprocating,Part 91: General Aviation,,Aerial Observation,,0.0,0.0,1.0,1.0,19-01-1983,1982,0
Accident,MKC82DA017,1982-01-19,"URBANDALE, IA",United States,,,Y76,MORNINGSTAR,Non-Fatal,Airplane,N1969Q,cessna,177rg,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,19-01-1983,1982,0
Accident,LAX82FUJ26,1982-01-19,"KINGMAN, AZ",United States,,,IGM,MOJANE,Non-Fatal,Airplane,N824CB,beachner,quick silver,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,19-01-1983,1982,0
Accident,LAX82DA043,1982-01-19,"SANTA MONICA, CA",United States,,,SMO,SANTA MONICA,Non-Fatal,Airplane,N9255X,cessna,182e,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,19-01-1983,1982,0
Accident,FTW82DA042,1982-01-19,"SHREVEPORT, LA",United States,,,SHV,SHREVEPORT REGIONAL,Non-Fatal,Airplane,N6510S,cessna,150h,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,19-01-1983,1982,0
Accident,CHI82DA056,1982-01-19,"NEAR LANSING, MI",United States,,,,,Non-Fatal,Airplane,N4140G,cessna,340a,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,19-01-1983,1982,0
Accident,CHI82DA028,1982-01-19,"GRAND RAPIDS, MI",United States,,,GRR,KENT COUNTY,Non-Fatal,Airplane,N26093,piper,pa-38-112,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,19-01-1983,1982,0
Accident,MIA82FA034,1982-01-19,"MIAMI, FL",United States,,,MIA,MIAMI INTL,Non-Fatal,Airplane,HCBHS,canadair,cl-44d4,No,4.0,Turbo Prop,Part 129: Foreign,NSCH,Unknown,"Acroservicios Eduatorianos, C",0.0,0.0,0.0,6.0,19-01-1983,1982,0
Accident,ANC82DA019,1982-01-19,"TUNTUTULIAK, AK",United States,,,AK61,TUNTUTULIAK,Non-Fatal,Airplane,N4246T,piper,pa-32,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Dennis L Gunder,0.0,0.0,0.0,2.0,19-01-1983,1982,0
Incident,LAX82IA044,1982-01-20,"SAN JOSE, CA",United States,,,SJC,SAN JOSE MUNICIPAL,Incident,Airplane,N74HP,piper,pa-31-350,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,2.0,20-01-1983,1982,0
Accident,LAX82FA048,1982-01-20,"CHERRY VALLEY, CA",United States,,,,,Fatal(2),Airplane,N9395Q,beech,58,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,20-01-1983,1982,2
Accident,LAX82FA045,1982-01-20,"ESCONDIDO, CA",United States,,,,,Fatal(3),Airplane,N92387,cessna,182n,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,3.0,0.0,0.0,0.0,20-01-1983,1982,3
Accident,ATL82FKQ10,1982-01-20,"MCCOMB, MS",United States,,,,MCCOMB-PIKE COUNTY,Fatal(1),Airplane,N6242Y,piper,pa-23-250,No,2.0,Reciprocating,Part 91: General Aviation,,Business,,1.0,0.0,0.0,0.0,20-01-1983,1982,1
Accident,MIA82FA035,1982-01-20,"ORLANDO, FL",United States,,,ORL,HERNDON,Fatal(1),Airplane,N3318S,cessna,210,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,1.0,20-01-1983,1982,1
Accident,FTW82DA044,1982-01-20,"MIDLAND, TX",United States,,,MDD,MIDLAND AIRPARK,Non-Fatal,Airplane,N5350M,cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,20-01-1983,1982,0
Accident,DEN82DA021,1982-01-20,"BONDURANT, WY",United States,,,,,Non-Fatal,Helicopter,N7402F,hughes,269c,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,2.0,20-01-1983,1982,0
Accident,SEA82FA032,1982-01-21,"BOISE, ID",United States,,,,,Fatal(4),Airplane,N4947K,cessna,p210n,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,4.0,0.0,0.0,0.0,21-01-1983,1982,4
Accident,MKC82FA019,1982-01-21,"NORTH KANSAS CI, MO",United States,,,,,Fatal(1),Airplane,N4553Q,cessna,402a,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Springdale Air Service, Inc.",1.0,0.0,0.0,0.0,21-01-1983,1982,1
Accident,MIA82FA037,1982-01-21,"15NM W. OPA LOC, FL",United States,,,X64,OPA LOCKA WEST,Non-Fatal,Airplane,N211TA,douglas,dc-3,No,2.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,2.0,0.0,21-01-1983,1982,0
Accident,LAX82FUJ25,1982-01-21,"BAGDAD, AZ",United States,,,E51,BAGDAD,Non-Fatal,Airplane,N40291,piper,pa-23-250,No,2.0,Reciprocating,Part 91: General Aviation,,Executive/corporate,,0.0,1.0,2.0,0.0,21-01-1983,1982,0
Accident,LAX82FA050,1982-01-21,"10NM N. OF MCNA, AZ",United States,,,,,Fatal(1),Airplane,N41664,piper,pa-28-235,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,21-01-1983,1982,1
Accident,ATL82FLT02,1982-01-21,"NEW ALBANY, MS",United States,,,,NEW ALBANY,Fatal(1),Airplane,N6142L,grumman,aa-1,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,21-01-1983,1982,1
Accident,ATL82FKJ11,1982-01-21,"MUSCLE SHOALS, AL",United States,,,MSL,MUSCLE SHOALS,Non-Fatal,Airplane,N31937,piper,pa-32,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,3.0,0.0,21-01-1983,1982,0
Accident,ANC82DA016,1982-01-21,"PORT GRAHAM, AK",United States,,,KEB,ENGLISH BAY,Non-Fatal,Airplane,N1729U,cessna,207,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Cook Inlet Aviation,0.0,0.0,1.0,0.0,21-01-1983,1982,0
Accident,CHI82DA029,1982-01-21,"SHELL LAKE, WI",United States,,,39D,SHELL LAKE,Non-Fatal,Airplane,N6029Q,mooney,m-20,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,21-01-1983,1982,0
Accident,LAX82DA046,1982-01-21,"DOS PALOS, CA",United States,,,Q38,SPAIN-AIR AIRPORT,Non-Fatal,Airplane,N8793S,air tractor,301,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0.0,0.0,0.0,1.0,21-01-1983,1982,0
Accident,LAX82FUQ09,1982-01-22,"LANCASTER, CA",United States,,,,,Fatal(2),Airplane,N13JL,sons mustang,ii,Yes,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,2.0,0.0,0.0,0.0,22-01-1983,1982,2
Incident,ATL82IA041,1982-01-22,"LOUISVILLE, KY",United States,,,SDF,STANDIFORD FIELD,Incident,Airplane,N18FE,dassault/sud,falcon 20,No,2.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,Federal Express Corporation,0.0,0.0,0.0,2.0,22-01-1983,1982,0
Accident,LAX82DA060,1982-01-22,"CARSON CITY, NV",United States,,,004,CARSON CITY,Non-Fatal,Airplane,N13083,cessna,172m,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,22-01-1983,1982,0
Accident,SEA82DA020,1982-01-22,"NEAR KINGSTON, ID",United States,,,,,Non-Fatal,Helicopter,N97AR,sikorsky,s-58j,No,1.0,Reciprocating,Part 133: Rotorcraft Ext. Load,UNK,Unknown,,0.0,0.0,0.0,2.0,22-01-1983,1982,0
Accident,SEA82FYK07,1982-01-23,"LAPINE, OR",United States,,,,,Fatal(1),Airplane,N8172B,cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,1.0,0.0,0.0,23-01-1983,1982,1
Accident,LAX82FA049A,1982-01-23,"VICTORVILLE, CA",United States,,,,,Fatal(2),Airplane,N7860V,mooney,m20c,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,4.0,0.0,23-01-1983,1982,2
Accident,FTW82DA047,1982-01-23,"HOBBS, NM",United States,,,,,Non-Fatal,Airplane,N8584,grumman,g-164a,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,0.0,0.0,1.0,23-01-1983,1982,0
Accident,DCA82AA013,1982-01-23,"BOSTON, MA",United States,,,,BOSTON-LOGAN INTER'L,Fatal(2),Airplane,N113WA,mcdonnell douglas,dc-10-30,No,3.0,Turbo Fan,Part 121: Air Carrier,SCHD,Unknown,"World Airways, Inc.",2.0,4.0,24.0,182.0,23-01-1983,1982,2
Accident,CHI82FA032,1982-01-23,"LONDON, OH",United States,,,,,Fatal(1),Airplane,N6940Q,beech,a23a,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,23-01-1983,1982,1
Accident,MKC82DA020,1982-01-23,"TOPEKA, KS",United States,,,TOP,PHILLIP BILLARD,Non-Fatal,Airplane,N2872D,piper,pa-32-300,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,23-01-1983,1982,0
Accident,MIA82FA038B,1982-01-23,"NEWPORT RICHEY, FL",United States,,,,,Non-Fatal,Airplane,N45453,cessna,150m,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,23-01-1983,1982,0
Accident,MIA82FA038A,1982-01-23,"NEWPORT RICHEY, FL",United States,,,,,Non-Fatal,Airplane,N32555,piper,pa-34-200t,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,23-01-1983,1982,0
Accident,LAX82FA049B,1982-01-23,"VICTORVILLE, CA",United States,,,,,Fatal(2),Airplane,N32380,piper,pa-28-235,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,4.0,0.0,23-01-1983,1982,2
Accident,FTW82FPD08,1982-01-23,"SAGINAW, TX",United States,,,O4TX,OLIVER FARMS,Non-Fatal,Airplane,N7219S,cessna,150h,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,0.0,23-01-1983,1982,0
Accident,DEN82DA022,1982-01-23,"36 SW LARAMIE, WY",United States,,,,,Non-Fatal,Helicopter,N1085T,bell/textron,206 l-1,No,1.0,Turbo Shaft,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,23-01-1983,1982,0
Accident,LAX82DA051,1982-01-23,"WATSONVILLE, CA",United States,,,,,Non-Fatal,Helicopter,N10194,bell,47g-2,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Unknown,,0.0,0.0,0.0,1.0,23-01-1983,1982,0
Accident,FTW82DA049,1982-01-23,"HOUSTON, TX",United States,,,T17,WEISER,Non-Fatal,Airplane,N2536K,piper,pa-38-112,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,1.0,1.0,23-01-1983,1982,0
Accident,FTW82AA046,1982-01-24,"LAREDO, TX",United States,,,LRD,LAREDO INTERNATIONAL,Fatal(7),Airplane,N4244Z,robertson,c-402b,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,7.0,0.0,0.0,0.0,24-01-1983,1982,7
Accident,NYC82FNA10,1982-01-24,"TAUNTON, MA",United States,,,TAN,,Non-Fatal,Airplane,N80420,cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,2.0,0.0,24-01-1983,1982,0
Accident,LAX82DA052,1982-01-24,"FLAGSTAFF, AZ",United States,,,FLG,PULLIAM FIELD,Non-Fatal,Airplane,N13533,cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,24-01-1983,1982,0
Accident,CHI82FEE12,1982-01-24,"WHEELING, IL",United States,,,,PAL WAUKEE,Non-Fatal,Airplane,N6492V,cessna,172rg,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,24-01-1983,1982,0
Accident,ATL82DA040,1982-01-24,"ATHENS, GA",United States,,,AHN,ATHENS MUNICIPAL,Non-Fatal,Airplane,N34975,cessna,177,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,24-01-1983,1982,0
Accident,ANC82DAG16,1982-01-25,"BETHEL, AK",United States,,,,,Fatal(2),Airplane,N71734,cessna,182m,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,2.0,0.0,0.0,0.0,25-01-1983,1982,2
Accident,ANC82FA017,1982-01-25,"ANCHORAGE, AK",United States,,,Z38,SKY HARBOR/O'MALLEY,Non-Fatal,Airplane,N4825B,cessna,152ii,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,1.0,0.0,25-01-1983,1982,0
Accident,FTW82FPM09,1982-01-26,"MUSKOGEE, OK",United States,,,,,Non-Fatal,Airplane,N9413G,cessna,a188b,No,1.0,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0.0,1.0,0.0,0.0,26-01-1983,1982,0
Accident,NYC82DA020,1982-01-26,"SUSSEX, NJ",United States,,,,SUSSEX,Non-Fatal,Airplane,N5989W,piper,pa-28-140,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,26-01-1983,1982,0
Accident,MKC82DA025,1982-01-26,"LEE'S SUMMIT, MO",United States,,,K84,MCCOMAS-LEES SUMMIT,Non-Fatal,Airplane,N9259H,cessna,172n,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,3.0,26-01-1983,1982,0
Accident,MKC82DA021,1982-01-26,"ESSEX, MO",United States,,,,,Non-Fatal,Airplane,N89772,cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,26-01-1983,1982,0
Accident,DEN82DA023,1982-01-26,"HAVRE, MT",United States,,,,,Non-Fatal,Airplane,N88202,bellanca,7gcbc,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,26-01-1983,1982,0
Accident,DEN82DA024,1982-01-26,"10MI. NW WALSEN, CO",United States,,,,,Non-Fatal,Helicopter,N58214,hughes,369d,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Russell Lyon,0.0,0.0,2.0,2.0,26-01-1983,1982,0
Accident,LAX82FA061,1982-01-27,"LAGUNITAS, CA",United States,,,,,Fatal(1),Helicopter,N96142,bell,uh1b,Yes,1.0,Turbo Shaft,Part 133: Rotorcraft Ext. Load,UNK,Unknown,,1.0,0.0,0.0,0.0,27-01-1983,1982,1
Accident,NYC82DA027,1982-01-27,"ANSONIA, CT",United States,,,,ANSONIA,Non-Fatal,Airplane,N4918H,cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,27-01-1983,1982,0
Accident,LAX82DA053,1982-01-27,"LODI, CA",United States,,,O20,KINGDON AIRPARK,Non-Fatal,Airplane,N64951,cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,27-01-1983,1982,0
Accident,DEN82DA031,1982-01-27,"BROOMFIELD, CO",United States,,,BJC,JEFFERSON COUNTY,Non-Fatal,Airplane,N5745T,cessna,172n,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,27-01-1983,1982,0
Accident,CHI82DA031,1982-01-27,"HOFFMAN, MN",United States,,,,PRIVATE STRIP,Non-Fatal,Airplane,N3174C,aeronca,7bcm,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,27-01-1983,1982,0
Accident,ATL82FID05,1982-01-27,"CHARLOTTESVILLE, VA",United States,,,CHO,ALBEMARLE,Non-Fatal,Airplane,N2466B,piper,pa-38-112,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,27-01-1983,1982,0
Accident,LAX82FVM09,1982-01-28,"LOS GATOS, CA",United States,,,,,Fatal(1),Airplane,N32678,piper,28-151,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,James Williams,1.0,0.0,0.0,0.0,28-01-1983,1982,1
Accident,SEA82DA021,1982-01-28,"SUNRIVER, OR",United States,,,OR35,SUNRIVER,Non-Fatal,Airplane,N4604N,cessna,340a,No,2.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,28-01-1983,1982,0
Accident,MKC82DA022,1982-01-28,"WENTZVILLE, MO",United States,,,,WENTZVILLE,Non-Fatal,Airplane,N5333T,cessna,172h,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,28-01-1983,1982,0
Accident,LAX82DA054,1982-01-28,"FOWLER, CA",United States,,,11CA,TURNER FIELD,Non-Fatal,Airplane,N6594U,mooney,m20c,Yes,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,1.0,28-01-1983,1982,0
Accident,FTW82DA048,1982-01-28,"S. OF MORGAN CI, LA",United States,,,,,Non-Fatal,Airplane,N6265E,cessna,a185f,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,28-01-1983,1982,0
Accident,ATL82DA043,1982-01-28,"LOUISVILLE, KY",United States,,,LOU,,Non-Fatal,Airplane,N3654W,piper,pa-32-260,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,0.0,0.0,2.0,28-01-1983,1982,0
Accident,MKC82FA023,1982-01-29,"5M E. GREENSBUR, KS",United States,,,,,Fatal(1),Airplane,N1589E,cessna,172n,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,29-01-1983,1982,1
Incident,ATL82IA042,1982-01-29,"ATLANTA, GA",United States,,,,,Incident,Airplane,N1851S,beech,b200,No,2.0,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,0.0,0.0,0.0,2.0,29-01-1983,1982,0
Accident,ATL82FLG10,1982-01-29,"DARLINGTON, SC",United States,,,,,Fatal(1),Airplane,N1434Q,cessna,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,29-01-1983,1982,1
Accident,DEN82DA025,1982-01-29,"NEAR GILLETE, WY",United States,,,,,Non-Fatal,Airplane,N758RD,cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Unknown,,0.0,0.0,0.0,2.0,29-01-1983,1982,0
Incident,LAX82IA062,1982-01-30,"TRUCKEE, CA",United States,,,TRK,TRUCKEE TAHOE,Incident,Airplane,N9674C,piper,pa-28r-201t,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,30-01-1983,1982,0
Accident,LAX82DA055,1982-01-30,"AVALON, CA",United States,,,AVX,SANTA CATALINA,Non-Fatal,Airplane,N4510H,mooney,m20j,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,30-01-1983,1982,0
Accident,LAX82FVA11,1982-01-30,"OAKDALE, CA",United States,,,027,OAKDALE,Fatal(1),Airplane,N5173R,cessna,tr182,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,1.0,0.0,0.0,0.0,30-01-1983,1982,1
Accident,LAX82DVG15,1982-01-30,"REDDING, CA",United States,,,O85,BENTON AIRPORT,Non-Fatal,Airplane,N1669E,aeronca,7ac,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,30-01-1983,1982,0
Accident,LAX82DA057,1982-01-30,"ELKO, NV",United States,,,,,Non-Fatal,Airplane,N35289,cessna,177b,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,30-01-1983,1982,0
Accident,LAX82DA056,1982-01-30,"BIG BEAR, CA",United States,,,L35,BIG BEAR CITY,Non-Fatal,Airplane,N54288,cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,30-01-1983,1982,0
Accident,FTW82DA050,1982-01-30,"BALD KNOB, AR",United States,,,M74,BALD KNOB,Non-Fatal,Airplane,N3041N,cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,30-01-1983,1982,0
Accident,DEN82DA026,1982-01-30,"BRYCE CANYON, UT",United States,,,,BRYCE CANYON,Non-Fatal,Airplane,N5447E,cessna,172,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,30-01-1983,1982,0
Accident,ATL82DA045,1982-01-30,"CONYERS, GA",United States,,,10,WHISPERING PINES,Non-Fatal,Airplane,N42042,cessna,182l,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,30-01-1983,1982,0
Accident,ATL82DA044,1982-01-30,"CUMBERLAND ISLA, GA",United States,,,,CANDLER HIGHPOINT,Non-Fatal,Airplane,N734YY,cessna,172n,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,3.0,30-01-1983,1982,0
Accident,SEA82DA023,1982-01-30,"SINCLAIR ISLAND, WA",United States,,,10,SINCLAIR ISLAND,Non-Fatal,Airplane,N53294,cessna,172p,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"West Isle Air, Inc.",0.0,0.0,0.0,3.0,30-01-1983,1982,0
Accident,NYC82FFA03,1982-01-31,"LAKE PLACID, NY",United States,,,LKP,LAKE PLACID,Non-Fatal,Airplane,N6758B,piper,pa-22,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,1.0,31-01-1983,1982,0
Accident,NYC82DA017,1982-01-31,"CALDWELL, NJ",United States,,,CDW,ESSEX COUNTY AIRPORT,Non-Fatal,Airplane,N17065,cessna,150l,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,31-01-1983,1982,0
Accident,MKC82DA024,1982-01-31,"MALDEN, MO",United States,,,,MALDEN MUNI,Non-Fatal,Airplane,N5005M,beech,36,No,1.0,Reciprocating,Part 91: General Aviation,,Business,,0.0,1.0,0.0,1.0,31-01-1983,1982,0
Accident,MIA82DA040,1982-01-31,"NEW PORT RICHEY, FL",United States,,,X41,WEST PASCO,Non-Fatal,Airplane,N5406M,cessna,152,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,31-01-1983,1982,0
Accident,MIA82DA039,1982-01-31,"DELAND, FL",United States,,,DED,DELAND MUNICIPAL,Non-Fatal,Airplane,N21481,piper,pa-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,31-01-1983,1982,0
